date,volailler_paris_ca_ttc_base_100k,train_valid_test
2020-07-11,192.81250436845355,train
2020-07-12,49.87308729026105,train
2020-07-14,140.93951553933624,train
2020-07-15,66.92868753408118,train
2020-07-16,140.38382654445869,train
2020-07-17,119.57443137170004,train
2020-07-18,99.73749193997713,train
2020-07-19,85.2143285217709,train
2020-07-21,59.18377216797517,train
2020-07-22,75.6460586412229,train
2020-07-23,60.53536987947424,train
2020-07-24,59.13457053822039,train
2020-07-25,128.67673287633508,train
2020-07-26,75.16272498422002,train
2020-07-28,48.53306643282193,train
2020-07-29,132.3176534781891,train
2020-07-30,142.50817926445936,train
2020-07-31,156.68114284735213,train
2020-08-01,182.78116032550756,train
2020-08-02,49.84993358214115,train
2020-08-04,89.99267503501491,train
2020-08-05,89.63668677267147,train
2020-08-06,82.13488534182443,train
2020-08-07,29.555708415050244,train
2020-08-27,103.56653642030533,train
2020-08-28,166.75300587950792,train
2020-08-29,317.22027231018234,train
2020-08-30,109.65017322880861,train
2020-09-01,60.25752538203546,train
2020-09-02,35.85062281014761,train
2020-09-03,140.58063306347782,train
2020-09-04,211.56990215908618,train
2020-09-05,426.3147565441134,train
2020-09-06,117.80317270052782,train
2020-09-08,25.98714315107091,train
2020-09-09,46.70971191837993,train
2020-09-10,83.84247131566691,train
2020-09-11,169.10600146719258,train
2020-09-12,484.9023207280012,train
2020-09-13,100.53918908362861,train
2020-09-15,67.62619299119311,train
2020-09-16,54.110215876202446,train
2020-09-17,97.80126309845063,train
2020-09-18,129.20637394957777,train
2020-09-19,373.9439629904183,train
2020-09-20,140.88163126903652,train
2020-09-22,61.22998112307119,train
2020-09-23,112.27811910041707,train
2020-09-24,103.43340259861591,train
2020-09-25,239.1980643731549,train
2020-09-26,448.39181723643645,train
2020-09-27,140.41855710663853,train
2020-09-29,124.9142553068516,train
2020-09-30,143.42853916222532,train
2020-10-01,135.67204694205938,train
2020-10-02,194.28276483406705,train
2020-10-03,491.9786727721451,train
2020-10-04,111.05965521060743,train
2020-10-06,223.3667164461744,train
2020-10-07,117.53401084363401,train
2020-10-08,162.18883116637295,train
2020-10-09,231.7686182801825,train
2020-10-10,493.5791728459331,train
2020-10-11,143.72374894075404,train
2020-10-13,111.5921904973651,train
2020-10-14,124.06335653344534,train
2020-10-15,168.2869390424512,train
2020-10-16,138.00478303513913,train
2020-10-17,351.1462431328634,train
2020-10-18,139.00328669780976,train
2020-10-20,133.2293307354101,train
2020-10-21,64.88826700601513,train
2020-10-22,124.68850665268259,train
2020-10-23,128.61016596549038,train
2020-10-24,300.6885247125749,train
2020-10-25,78.1061401289621,train
2020-10-27,121.3399016158423,train
2020-10-28,145.2374226090924,train
2020-10-29,374.38967187172636,train
2020-10-30,236.7813960881405,train
2020-10-31,497.07248855852276,train
2020-11-01,148.20688567546938,train
2020-11-03,193.55921145532025,train
2020-11-04,127.55088381900502,train
2020-11-05,288.1739454737699,train
2020-11-06,358.303633155427,train
2020-11-07,776.8532148388294,train
2020-11-08,122.18501196221858,train
2020-11-10,181.71319553847724,train
2020-11-11,190.08615523733548,train
2020-11-12,341.22777341700197,train
2020-11-13,415.8261267657995,train
2020-11-14,922.5450289697749,train
2020-11-15,187.2585086331929,train
2020-11-17,154.30499355154757,train
2020-11-18,139.16825686816404,train
2020-11-19,296.20249376434464,train
2020-11-20,565.0604582390893,train
2020-11-21,896.2800413212651,train
2020-11-22,232.12750075604092,train
2020-11-24,367.15413808425814,train
2020-11-25,215.3410623691146,train
2020-11-26,369.2061354663841,train
2020-11-27,505.9953488252286,train
2020-11-28,1005.2587570145968,train
2020-11-29,227.85853582143466,train
2020-12-01,200.95971541314276,train
2020-12-02,237.27341238568832,train
2020-12-03,228.011929137729,train
2020-12-04,392.5566501053016,train
2020-12-05,994.4604463901792,train
2020-12-06,597.3164678636226,train
2020-12-07,241.36872450939535,train
2020-12-08,455.02246039927235,train
2020-12-09,322.5890383804837,train
2020-12-10,424.6939969757205,train
2020-12-11,575.3320220037792,train
2020-12-12,1478.6363195259185,train
2020-12-13,488.126474583697,train
2020-12-14,238.6915770080321,train
2020-12-15,710.9982805188085,train
2020-12-16,324.4355466030457,train
2020-12-17,864.3076646212005,train
2020-12-18,864.7909982782035,train
2020-12-19,1250.8125142666638,train
2020-12-20,439.21426618041176,train
2020-12-21,393.60724961124197,train
2020-12-22,1626.5248417147393,train
2020-12-23,2377.309875424078,train
2020-12-24,1583.8525576497666,train
2020-12-26,203.17089453859305,train
2020-12-28,76.27699718749012,train
2020-12-29,453.57245942826376,train
2020-12-30,692.7965717230535,train
2020-12-31,978.2123317170405,train
2021-01-05,113.37502602259727,train
2021-01-06,112.24917696526721,train
2021-01-07,416.8680436311949,train
2021-01-08,310.83563729612035,train
2021-01-09,707.9969811037668,train
2021-01-10,185.74483496485453,train
2021-01-12,97.36423685768756,train
2021-01-13,137.29859493748222,train
2021-01-14,364.7664119343936,train
2021-01-15,376.30564121864796,train
2021-01-16,679.8478604570003,train
2021-01-17,159.39591512441024,train
2021-01-19,206.61500862142793,train
2021-01-20,116.74099634052749,train
2021-01-21,211.3557303589771,train
2021-01-22,441.81616413038535,train
2021-01-23,641.3808686293042,train
2021-01-24,307.73014619453903,train
2021-01-26,167.40130970686508,train
2021-01-27,156.5798453743276,train
2021-01-28,198.85851640126197,train
2021-01-29,365.28737036709134,train
2021-01-30,719.1889047662227,train
2021-01-31,370.0107268235506,train
2021-02-02,138.50548197323192,train
2021-02-03,168.05540196125222,train
2021-02-04,284.0323259338231,train
2021-02-05,378.0016503384305,train
2021-02-06,612.4184739848265,train
2021-02-07,258.985802175123,train
2021-02-09,182.17626970087522,train
2021-02-10,190.7170937836027,train
2021-02-11,284.7037834693001,train
2021-02-12,320.75410701198183,train
2021-02-13,763.3430261508688,train
2021-02-14,190.69394007548283,train
2021-02-16,177.43844217684102,train
2021-02-17,141.53861773693862,train
2021-02-18,166.058394635911,train
2021-02-19,292.09560478657767,train
2021-02-20,514.2091267807625,train
2021-02-21,231.66732080715795,train
2021-02-23,100.91543684057696,train
2021-02-24,160.40888985465577,train
2021-02-25,238.82181661620652,train
2021-02-26,279.10637453131466,train
2021-02-27,620.6293577268453,train
2021-02-28,243.10525261838774,train
2021-03-01,102.51014848733496,train
2021-03-02,142.07404723721126,train
2021-03-03,177.6236718418002,train
2021-03-04,163.69382219416636,train
2021-03-05,377.7238058409917,train
2021-03-06,753.8529000352255,train
2021-03-07,281.0541802269011,train
2021-03-08,130.19040654467344,train
2021-03-09,172.61668246087217,train
2021-03-10,92.1604409577404,train
2021-03-11,158.84022612953268,train
2021-03-12,426.30896811708345,train
2021-03-13,760.8771562360996,train
2021-03-14,203.5905554982662,train
2021-03-15,112.25207117878219,train
2021-03-16,189.68385955875226,train
2021-03-17,154.0705622568336,train
2021-03-18,281.4246395568195,train
2021-03-19,467.0160812053797,train
2021-03-20,822.8162196703427,train
2021-03-21,208.2849698195756,train
2021-03-22,93.20525203665082,train
2021-03-23,169.84113169999938,train
2021-03-24,87.10424994705758,train
2021-03-25,296.1764458427097,train
2021-03-26,351.1491373463784,train
2021-03-27,829.9996576145412,train
2021-03-28,174.26348995089995,train
2021-03-29,29.246027568946605,train
2021-03-30,157.61018538566307,train
2021-03-31,96.86353791959475,train
2021-04-01,249.11363987550135,train
2021-04-02,364.4104236720501,train
2021-04-03,653.1458465677276,train
2021-04-04,204.48486747439728,train
2021-04-06,131.16865071273915,train
2021-04-07,148.59181607296264,train
2021-04-08,198.626979320063,train
2021-04-09,335.9747758873,train
2021-04-10,754.182840375934,train
2021-04-11,234.71203342492458,train
2021-04-12,65.74784841996636,train
2021-04-13,122.78411415982096,train
2021-04-14,91.52371398444319,train
2021-04-15,313.4780542353037,train
2021-04-16,427.11934790127987,train
2021-04-17,617.8624896065176,train
2021-04-18,223.96581864377674,train
2021-04-19,171.0132881735692,train
2021-04-20,176.19971879242644,train
2021-04-21,83.4343872100537,train
2021-04-22,249.61144460007915,train
2021-04-23,256.90486265784716,train
2021-04-24,470.6512133802038,train
2021-04-25,175.3661853001101,train
2021-04-26,173.94512646425136,train
2021-04-27,88.71343266139053,train
2021-04-28,134.0541815871815,train
2021-04-29,251.06723399811776,train
2021-04-30,540.8445737591906,train
2021-05-01,715.1225347776655,train
2021-05-02,258.1377976152317,train
2021-05-03,125.08790811775084,train
2021-05-04,154.5654727678964,train
2021-05-05,180.4976258621826,train
2021-05-06,295.34870077742335,train
2021-05-07,389.4858895659001,train
2021-05-08,710.8911946187541,train
2021-05-09,217.70852902437423,train
2021-05-10,130.50008739077708,train
2021-05-11,122.60177870837676,train
2021-05-12,314.35210671683,train
2021-05-14,298.4628745195497,train
2021-05-15,393.43359680034274,train
2021-05-16,177.52816279580563,train
2021-05-17,130.6737402016763,train
2021-05-18,146.8958069531801,train
2021-05-19,131.02394003698979,train
2021-05-20,94.90415536994837,train
2021-05-21,247.77361901806222,train
2021-05-22,540.6246135320515,train
2021-05-23,115.8727322860313,train
2021-05-24,248.8705259402424,train
2021-05-25,99.89667368330143,train
2021-05-26,124.62772816886786,train
2021-05-27,157.36996566391912,train
2021-05-28,332.7390451775442,train
2021-05-29,515.7372715166758,train
2021-05-30,156.61747015002243,train
2021-05-31,96.74776937899524,train
2021-06-01,78.54606058324016,train
2021-06-02,84.8699171134874,train
2021-06-03,351.3806744275774,train
2021-06-04,189.64623478305742,train
2021-06-05,438.6209524098394,train
2021-06-06,117.44718443818438,train
2021-06-07,91.7060494358874,train
2021-06-08,106.35945246226807,train
2021-06-09,65.0763908844893,train
2021-06-10,83.00604360983559,train
2021-06-11,184.64792804267435,train
2021-06-12,471.62945754826944,train
2021-06-13,149.16776456244511,train
2021-06-14,112.02632252461318,train
2021-06-15,89.27491008329805,train
2021-06-16,114.9842087369302,train
2021-06-17,144.67015676015487,train
2021-06-18,148.97964068397096,train
2021-06-19,363.6058323148837,train
2021-06-20,166.75300587950792,train
2021-06-21,81.02350735206929,train
2021-06-22,159.49431838391982,train
2021-06-23,138.10897472167866,train
2021-06-24,179.82906254022052,train
2021-06-25,135.33631817432084,train
2021-06-26,244.98070297609948,train
2021-06-27,234.07241223811238,train
2021-06-28,66.15882673909455,train
2021-06-29,132.53471949181315,train
2021-06-30,95.51483442161067,train
2021-07-01,137.69799640255047,train
2021-07-02,175.43275221095482,train
2021-07-03,310.64751341764617,train
2021-07-04,131.96166521584567,train
2021-07-05,121.00996127513375,train
2021-07-06,24.28823981777337,train
2021-07-07,100.18030660777019,train
2021-07-08,67.86062428590708,train
2021-07-09,155.53503429541718,train
2021-07-10,321.22296960140983,train
2021-07-11,171.32586323318785,train
2021-07-12,68.67389828361851,train
2021-07-13,89.70904211054615,train
2021-07-14,150.4093821603747,train
2021-07-15,121.69588987818574,train
2021-07-16,145.86257272832964,train
2021-07-17,205.50652484518778,train
2021-07-18,117.61794303556864,train
2021-07-19,53.456123621815316,train
2021-07-20,72.55214439370148,train
2021-07-21,46.559212815600596,train
2021-07-22,119.69309412581453,train
2021-07-23,110.30137126968076,train
2021-07-24,209.4455494390855,train
2021-07-25,117.48480921387922,train
2021-07-26,68.4047364267247,train
2021-07-27,56.926285626285086,train
2021-07-28,112.74408747633004,train
2021-07-29,168.27825640190622,train
2021-07-30,78.0627269262373,train
2021-07-31,168.6718694399445,train
2021-08-01,64.28337638138278,train
2021-08-03,158.09930746969593,train
2021-08-04,111.02781886194256,train
2021-08-05,136.83552077508426,train
2021-08-06,120.17932199633239,train
2021-08-07,201.62827873510483,train
2021-08-08,70.80693364416415,train
2021-08-10,82.19855803915414,train
2021-08-11,90.61782515425219,train
2021-08-12,67.53357815871351,train
2021-08-13,106.91514145714562,train
2021-08-14,108.40566141736409,train
2021-08-21,263.92043621817635,train
2021-08-22,42.90960957320162,train
2021-08-23,149.2430141138348,train
2021-08-24,158.11088432375584,train
2021-08-25,61.192356347376354,train
2021-08-26,174.0637892183658,train
2021-08-27,239.22700650830475,train
2021-08-28,356.7378636438188,train
2021-08-29,107.46504202499321,train
2021-08-30,131.3828225128482,train
2021-08-31,107.61264691425757,train
2021-09-01,40.18904886911357,train
2021-09-02,217.61012576486465,train
2021-09-03,325.2083016115473,train
2021-09-04,431.7356184576846,train
2021-09-05,205.5036306316728,train
2021-09-06,78.58079114542002,train
2021-09-07,72.95444007228471,train
2021-09-08,41.581165569822446,train
2021-09-09,164.61997051896228,train
2021-09-10,187.81130341455545,train
2021-09-11,533.1893790120492,train
2021-09-12,186.21948598131243,train
2021-09-13,245.4322002844375,train
2021-09-14,97.91124321202015,train
2021-09-15,139.83971440364107,train
2021-09-16,158.54212213748897,train
2021-09-17,158.09641325618094,train
2021-09-18,440.82344889474473,train
2021-09-19,182.64513229030317,train
2021-09-20,152.6813397696397,train
2021-09-21,93.89696906673278,train
2021-09-22,151.57575020691456,train
2021-09-23,143.01756084309713,train
2021-09-24,318.2853428836977,train
2021-09-25,429.1887105644958,train
2021-09-26,124.10098130914018,train
2021-09-27,189.36839028561863,train
2021-09-28,170.85121221672995,train
2021-09-29,120.76105891284483,train
2021-09-30,166.77037116059785,train
2021-10-01,205.68017765608704,train
2021-10-02,479.44383403873513,train
2021-10-03,202.80043520867466,train
2021-10-04,101.73160505180338,train
2021-10-05,117.93920073573223,train
2021-10-06,189.42916876943337,train
2021-10-07,216.9849756456274,train
2021-10-08,436.96256806575167,train
2021-10-09,477.1574053618952,train
2021-10-10,174.7989194511726,train
2021-10-11,80.03079211642866,train
2021-10-12,139.2203527114338,train
2021-10-13,256.6849024307081,train
2021-10-14,308.7865341275094,train
2021-10-15,342.0931432579832,train
2021-10-16,596.0024949278185,train
2021-10-17,328.47876288348294,train
2021-10-18,97.0545560115839,train
2021-10-19,98.54797018531735,train
2021-10-20,128.73751136014982,train
2021-10-21,168.2579969073013,train
2021-10-22,262.5370021580124,train
2021-10-23,438.08262869605176,train
2021-10-24,142.30269010489528,train
2021-10-25,147.75538836713133,train
2021-10-26,101.70845134368348,train
2021-10-27,117.9218354546423,train
2021-10-28,238.71762492966698,train
2021-10-29,223.11781408388546,train
2021-10-30,345.58645897057283,train
2021-10-31,341.7082128604899,train
2021-11-01,205.43995793434308,train
2021-11-02,124.81295783382704,train
2021-11-03,117.2388010651053,train
2021-11-04,225.01641814971714,train
2021-11-05,252.50855232858143,train
2021-11-06,667.3332812181953,train
2021-11-07,176.6483218872495,train
2021-11-08,139.19141057628391,train
2021-11-09,120.70606885606009,train
2021-11-10,130.56665430162178,train
2021-11-11,220.78507799080572,train
2021-11-12,494.1261792002657,train
2021-11-13,445.4976037214492,train
2021-11-14,211.69145912671564,train
2021-11-15,138.12923421628358,train
2021-11-16,224.7993521360931,train
2021-11-17,236.48908052312677,train
2021-11-18,194.6850605126503,train
2021-11-19,370.5143199751584,train
2021-11-20,558.2185374896593,train
2021-11-21,291.7772412999291,train
2021-11-22,115.76564638597677,train
2021-11-23,267.1243305792673,train
2021-11-24,171.55740031438683,train
2021-11-25,501.0780800632652,train
2021-11-26,299.91287549055835,train
2021-11-27,690.417528213734,train
2021-11-28,271.2572674786691,train
2021-11-29,112.66883792494036,train
2021-11-30,195.46649816169688,train
2021-12-01,161.64761323907032,train
2021-12-02,417.3224351530479,train
2021-12-03,431.86006963882903,train
2021-12-04,748.7938148110277,train
2021-12-05,462.63713615720394,train
2021-12-06,171.745524192861,train
2021-12-07,228.32160998383262,train
2021-12-08,235.80315192007478,train
2021-12-09,593.0069839398066,train
2021-12-10,605.8688688004102,train
2021-12-11,1351.1606852583031,train
2021-12-12,608.9222640587217,train
2021-12-13,257.1335055255311,train
2021-12-14,426.3610639603532,train
2021-12-15,316.0104910609176,train
2021-12-16,732.299691989115,train
2021-12-17,1345.6790448609172,train
2021-12-18,1825.0244756401428,train
2021-12-19,631.9891457731704,train
2021-12-20,1260.8149161744598,train
2021-12-21,1148.2184335873942,train
2021-12-22,1997.201237646737,train
2021-12-23,3019.6284692322383,train
2021-12-24,2525.5167610995477,train
2021-12-27,165.26538013280447,train
2021-12-28,236.02600636072881,train
2021-12-29,364.29754934496566,train
2021-12-30,1334.547899682276,train
2021-12-31,1278.96163491343,train
2022-01-03,116.85676488112698,train
2022-01-04,126.88810892407294,train
2022-01-06,247.86623385054182,train
2022-01-07,441.74959721954065,train
2022-01-08,665.7588290660422,train
2022-01-09,279.61286189643744,train
2022-01-10,188.00810993357462,train
2022-01-11,111.80925651098914,train
2022-01-12,165.67057002490264,train
2022-01-13,315.10460223072664,train
2022-01-14,256.99747749032673,train
2022-01-15,685.9778046817435,train
2022-01-16,264.2735302670048,train
2022-01-17,149.37035950849423,train
2022-01-18,103.90805361507383,train
2022-01-19,172.90320959885594,train
2022-01-20,171.4300549197274,train
2022-01-21,321.3358439284943,train
2022-01-22,643.5862593277244,train
2022-01-23,265.21414965937566,train
2022-01-24,125.41784845845939,train
2022-01-25,144.32863956538637,train
2022-01-26,146.0738503149237,train
2022-01-27,261.00017478155416,train
2022-01-28,353.976783950521,train
2022-01-29,622.0041091464643,train
2022-01-30,203.68606454426077,train
2022-01-31,93.35575113943015,train
2022-02-01,116.37053701060911,train
2022-02-02,76.4448615713594,train
2022-02-03,199.31001370959999,train
2022-02-04,284.50408273676595,train
2022-02-05,503.15612536702605,train
2022-02-06,228.64286768399623,train
2022-02-07,108.84558187164215,train
2022-02-08,195.60252619690127,train
2022-02-09,159.3814440568353,train
2022-02-10,180.0895417565694,train
2022-02-11,418.4106594346831,train
2022-02-12,603.6663723155048,train
2022-02-13,301.15449308848787,train
2022-02-14,168.73554213727422,train
2022-02-15,124.67982401213763,train
2022-02-16,114.04069513104434,train
2022-02-17,160.4725625519855,train
2022-02-18,216.11381737761621,train
2022-02-19,540.1499625155936,train
2022-02-20,213.32668976268346,train
2022-02-21,135.97015093410306,train
2022-02-22,106.67202752188669,train
2022-02-23,121.80297577824027,train
2022-02-24,137.02364465355845,train
2022-02-25,172.16807936604914,train
2022-02-26,339.8790699190178,train
2022-02-27,133.7300296735029,train
2022-02-28,93.5959708611741,train
2022-03-01,95.04307761866774,train
2022-03-02,135.97593936113304,train
2022-03-03,187.12537481150346,train
2022-03-04,171.75131261989097,train
2022-03-05,609.2030027696754,train
2022-03-06,243.84906549173945,train
2022-03-07,123.58870551698742,train
2022-03-08,120.34718638020165,train
2022-03-09,114.10147361485907,train
2022-03-10,240.55255629816892,train
2022-03-11,240.28050022776011,train
2022-03-12,482.8734770539951,train
2022-03-13,273.3613607040649,train
2022-03-14,51.0683974719508,train
2022-03-15,75.87759572242189,train
2022-03-16,155.06038327895925,train
2022-03-17,212.05323581608906,train
2022-03-18,529.2358833505766,train
2022-03-19,402.5793115077026,train
2022-03-20,228.72679987593085,train
2022-03-21,138.06266730543888,train
2022-03-22,123.0677470842897,train
2022-03-23,76.5779953930488,train
2022-03-24,183.76808713411825,train
2022-03-25,170.16817782719292,train
2022-03-26,434.66456253485177,train
2022-03-27,167.34342543656535,train
2022-03-28,78.25953344525642,train
2022-03-29,135.69809486369425,train
2022-03-30,146.28802211503276,train
2022-03-31,279.934119596601,train
2022-04-01,291.6585785458146,train
2022-04-02,587.7742459047096,train
2022-04-03,317.95829675650407,train
2022-04-04,92.95345546084691,train
2022-04-05,140.70219003110728,train
2022-04-06,175.33145473793024,train
2022-04-07,167.66178892321392,train
2022-04-08,263.5933900909828,train
2022-04-09,590.7494973981165,train
2022-04-10,280.11356083453023,train
2022-04-11,70.52330071969538,train
2022-04-12,49.73705925505664,train
2022-04-13,101.88789258161269,train
2022-04-14,130.55507744756184,train
2022-04-15,309.60849076576574,train
2022-04-16,338.26988720468495,train
2022-04-17,82.11173163370451,train
2022-04-18,102.3191303953458,train
2022-04-19,67.73906731827762,train
2022-04-20,119.80018002586905,train
2022-04-21,185.44383675929586,train
2022-04-22,214.3194049983241,train
2022-04-23,376.1464594753237,train
2022-04-24,187.1456343061084,train
2022-04-25,83.44306985059868,train
2022-04-26,105.44488099153207,train
2022-04-27,76.30593932263999,train
2022-04-28,135.03242575524717,train
2022-04-29,211.87090036464485,train
2022-04-30,285.8238440996002,train
2022-05-02,71.58837129321071,train
2022-05-03,86.60644522247978,train
2022-05-04,132.25976920788935,train
2022-05-05,224.4520465142946,train
2022-05-06,157.07186167187544,train
2022-05-07,255.99029118711115,train
2022-05-08,220.1541394445385,train
2022-05-09,50.70951499609237,train
2022-05-10,132.57523848102298,train
2022-05-11,63.80872536492487,train
2022-05-12,149.04331338130066,train
2022-05-13,169.70510366479496,train
2022-05-14,510.72449370871783,train
2022-05-15,121.34858425638726,train
2022-05-16,82.21881753375905,train
2022-05-17,68.91990643239242,train
2022-05-18,125.54229963960385,train
2022-05-19,120.97233649943891,train
2022-05-20,179.48465113193703,train
2022-05-21,144.3633701275662,train
2022-05-22,17.816778398261782,train
2022-05-23,32.33125917592306,train
2022-05-24,46.48106905069594,train
2022-05-25,147.75828258064632,train
2022-05-26,137.41725769159672,train
2022-05-27,171.8670811604905,train
2022-05-28,479.5046125225499,train
2022-05-29,115.4617539669031,train
2022-05-30,87.50365141212583,train
2022-05-31,113.07402781703858,train
2022-06-01,57.600637375277124,train
2022-06-02,81.71522438215125,train
2022-06-03,294.2488996417282,train
2022-06-04,302.15299675115847,train
2022-06-05,213.42509302219304,train
2022-06-06,123.59738815753238,train
2022-06-07,125.6435971126284,train
2022-06-08,80.30284818683745,train
